city_name,overall_risk,general_fund_reserves_risk,debt_burden_risk,liquidity_risk,revenue_trends_risk,pension_obligations_risk,pension_funding_risk,pension_costs_risk,future_pension_costs_risk,opeb_obligations_risk,opeb_funding_risk,overall_points,general_fund_reserves_points,debt_burden_points,liquidity_points,revenue_trends_points,pension_obligations_points,pension_funding_points,pension_costs_points,future_pension_costs_points,opeb_obligations_points,opeb_funding_points,general_fund_reserves_ratio,debt_burden_ratio,liquidity_ratio,revenue_trends_ratio,pension_obligations_ratio,pension_funding_ratio,pension_costs_ratio,future_pension_costs_ratio,opeb_obligations_ratio,opeb_funding_ratio,population,unemployment_rate,general_fund_cash_and_investments,general_fund_liabilities,primary_government_long_term_obligations_excluding_retirement_obligations,government_wide_revenue,change_gf_unrestricted_fund_balances,gf_unrestricted_fund_balances,gf_expenditures_transfers_out,gf_unrestricted_fb_py_py,gf_unrestricted_fb_py,gf_unrestricted_fb_cy,gf_rev_py_py,gf_rev_py,gf_rev_cy,net_pension_liability_or_asset,pension_related_debt,pension_assets,accrued_pension_liabilities,actuarially_determined_pension_contributions,projected_pension_contribution,net_opeb_liability_or_asset,end_year,county_name,zip,entity_name,eligible,total_registered,democratic,republican,american_independent,green,libertarian,peace_and_freedom,unknown,other,no_party_preference,AMI
Blue Lake,Low,LOW,LOW,LOW,HIGH,LOW,HIGH,LOW,MODERATE,LOW,LOW,90.77,30,15,10,1.38,8.72,3.45,3.89,3.33,10,5,1.39,0.14,11.06,-0.09,0.41,0.69,0.04,0.06,NA,NA,1263,0.041,1225341,110808,323820,2301132,0.03,1162842,834994,1111506,1097174,1162842,1167817,834510,929533,947530,0,2268825,3269353,84929,130677.81,NA,2017,Humboldt,95525,Blue Lake,103224,85183,39744,20335,2797,1339,1045,420,425,518,18560,80300
Blythe,High,HIGH,HIGH,HIGH,HIGH,HIGH,MODERATE,HIGH,HIGH,LOW,HIGH,31.1,0.39,7.25,1.5,1.88,4,3.55,2.22,1.11,9.2,0,0.01,1.13,0.3,-0.05,1,0.71,0.1,0.14,0.35,0,19705,0.055,281584,943259,20189317,17915743,1.06,85514,9258133,-819900,-225209,85514,8748902,8040344,7955167,17827834,0,46261169,65199815,1713684,2545622.45,6295160,2017,Riverside,92225,Blythe,1492076,1241552,492967,404400,44128,3578,11757,6049,5660,6322,266691,87400
Bradbury,Low,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,LOW,99.12,30,15,10,4.75,10,4.65,5,4.72,10,5,1.94,0,30.29,0.18,0.03,0.93,0,0.01,NA,NA,1085,0.015,3419812,112893,0,2393645,0.05,3332558,1717830,3046730,3261841,3332558,1327872,1803296,1788547,66246,0,945967,1019176,11319,31327.52,NA,2017,Los Angeles,91008,Bradbury,6129494,5813167,3048960,996999,143054,22483,41081,35228,39687,35505,1450170,91100
Brawley,Moderate,HIGH,MODERATE,HIGH,HIGH,MODERATE,MODERATE,MODERATE,MODERATE,LOW,LOW,52.96,3.47,11.83,2.65,2.5,7.2,3.65,3.33,3.33,10,5,0.11,0.58,0.53,0,0.6,0.73,0.06,0.06,NA,NA,26217,0.167,1577557,2979710,20590576,35780092,-0.39,1753764,16163161,4853345,3609872,1753764,14046404,14028757,13972494,21420429,0,60840037,83544896,2313745,2024374.42,NA,2017,Imperial,92227,Brawley,99790,84676,40381,17017,2201,229,566,633,903,366,22380,80300
Brea,Moderate,MODERATE,MODERATE,LOW,MODERATE,HIGH,HIGH,MODERATE,HIGH,LOW,HIGH,57.62,13.59,11.25,10,3,3.2,3.4,2.78,0.56,9.84,0,0.41,0.65,6.77,0.04,1.1,0.68,0.08,0.16,0.27,0,42574,0.033,32542402,4806475,66232150,101780475,-0.12,25393681,62084129,32776116,29057311,25393681,52603433,56337883,56983439,111616134,0,263503528,384756109,8142479,16771545.7,27256000,2017,Orange,92821-5732,Brea,2000842,1772700,648537,606174,50404,5078,17899,5961,2257,4955,431435,119100
Brentwood,Moderate,LOW,HIGH,LOW,MODERATE,LOW,MODERATE,LOW,MODERATE,LOW,HIGH,67.1,16.29,6.75,10,3.5,9.52,3.8,3.89,3.33,9.52,0.5,0.43,1.19,5.18,0.08,0.31,0.76,0.04,0.06,0.31,0.1,62265,0.042,27847238,5373521,163129591,136950505,0.12,23227495,53841298,18706042,22386430,23227495,39080990,42257244,45179595,42854631,0,146958880,194608134,5396161,7940599.07,41843000,2017,Contra Costa,94513-1396,Brentwood,758611,703021,369254,134553,20406,2700,5529,2545,2809,2178,163047,142800
Brisbane,Moderate,LOW,MODERATE,LOW,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,LOW,HIGH,64.87,17.21,10.41,10,3.38,6,3.7,3.33,1.67,8.72,0.45,0.49,0.75,4.05,0.07,0.75,0.74,0.06,0.12,0.41,0.09,4702,0.029,7825448,1933485,20700129,27441191,-0.01,8954790,18213362,9252170,7966140,8954790,16393446,16357706,18461207,18226924,2406000,59457128,79929026,1713031,3355815.95,11261565,2017,San Mateo,94005,Brisbane,504398,442988,242349,64016,9802,1726,2952,1315,2172,2068,116588,166000
Buellton,Low,LOW,LOW,LOW,MODERATE,LOW,MODERATE,LOW,LOW,LOW,HIGH,90.91,30,15,10,3.5,10,3.8,4.44,4.17,10,0,1.09,0.01,11.91,0.08,0.17,0.76,0.02,0.03,0.19,0,5094,0.019,6298334,528935,139796,10850358,0.04,6939241,6366472,6482765,6733906,6939241,6064200,7385968,6863196,1844092,0,6660804,8713781,209728,371859.21,2102341,2017,Santa Barbara,93427,Buellton,291962,235198,109182,59601,7071,1020,2161,856,1518,1357,52432,100100
Buena Park,Moderate,LOW,LOW,LOW,MODERATE,HIGH,MODERATE,MODERATE,HIGH,LOW,HIGH,67.7,19.46,14.08,10,2.75,3.44,3.55,3.06,0.56,10,0.8,0.58,0.31,14.75,0.02,1.07,0.71,0.07,0.16,0.07,0.16,82619,0.039,59278315,4018744,29224908,94210012,-0.1,50151460,86001289,60822971,57402294,50151460,61417605,61649187,63257210,97206700,3930488,255333496,361318221,6985545,14773931.91,6757709,2017,Orange,90622,Buena Park,2000842,1772700,648537,606174,50404,5078,17899,5961,2257,4955,431435,119100
Burbank,Moderate,LOW,MODERATE,LOW,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,LOW,HIGH,68.02,16.08,12,10,2.88,6.16,3.75,3.33,1.67,10,2.15,0.42,0.56,4.25,0.03,0.73,0.75,0.06,0.12,0.08,0.43,104174,0.052,72008000,16953000,267703000,480697000,0.14,65768000,156866000,50676000,60648000,65768000,135957000,145295000,142513000,338845000,10440000,1040687662,1390677612,28472560,56504100.39,38809000,2017,Los Angeles,91502,Burbank,6129494,5813167,3048960,996999,143054,22483,41081,35228,39687,35505,1450170,91100
Burlingame,Moderate,LOW,MODERATE,LOW,MODERATE,MODERATE,MODERATE,LOW,MODERATE,LOW,HIGH,67.82,17.99,9.58,10,3.13,7.28,3.65,3.89,2.78,8.72,0.8,0.49,0.85,11.26,0.05,0.59,0.73,0.04,0.08,0.41,0.16,30588,0.026,30163446,2678816,101259278,119310759,0.06,33045683,67858845,29237630,29641334,33045683,61909081,66155143,68042750,57693507,12145000,168473820,232202658,5293996,10100651.35,48883000,2017,San Mateo,94010-3997,Burlingame,504398,442988,242349,64016,9802,1726,2952,1315,2172,2068,116588,166000
Calabasas,Low,LOW,MODERATE,LOW,HIGH,LOW,MODERATE,LOW,LOW,LOW,HIGH,84.52,30,9.66,10,2.25,10,4,4.44,4.17,10,0,0.83,0.84,9.94,-0.02,0.11,0.8,0.02,0.03,0.04,0,24047,0.029,12445403,1252509,43027163,51003908,-0.01,18392613,22222364,18672675,18665422,18392613,22166284,21980332,21630652,5513749,0,25490583,31765118,805502,1440608.85,1984135,2017,Los Angeles,91302,Calabasas,6129494,5813167,3048960,996999,143054,22483,41081,35228,39687,35505,1450170,91100
Calexico,High,HIGH,HIGH,HIGH,MODERATE,MODERATE,MODERATE,LOW,HIGH,MODERATE,HIGH,32.68,0,7.75,0,2.63,7.28,3.75,3.61,2.22,5.44,0,-0.18,1.07,0,0.01,0.59,0.75,0.05,0.1,0.82,0,40083,0.308,0,4730206,41312628,38696611,-16.96,-3080693,16811078,-114972,-4042178,-3080693,17197115,16454161,17241753,22831736,0,74399450,99454921,1823076,3756319.59,31541450,2017,Imperial,92231,Calexico,99790,84676,40381,17017,2201,229,566,633,903,366,22380,80300
California City,Low,LOW,LOW,LOW,MODERATE,MODERATE,HIGH,MODERATE,HIGH,LOW,LOW,86.96,30,13.83,10,2.75,6.88,3.5,2.78,2.22,10,5,0.86,0.34,2.93,0.02,0.64,0.7,0.08,0.1,NA,NA,13884,0.182,2583727,881406,7386363,21829968,-0.08,3786890,4380311,4629453,3518555,3786890,4152457,3770190,4249242,13935222,0,34425642,48922954,1717344,2082000.87,NA,2017,Kern,93505,California City,534022,425839,145595,157265,15674,1130,4539,2303,3902,1280,94151,80300
Calimesa,Low,MODERATE,LOW,LOW,MODERATE,LOW,LOW,LOW,LOW,LOW,LOW,76.02,11.01,15,8.55,3.25,10,4.05,4.72,4.44,10,5,0.3,0.01,1.71,0.06,0.09,0.81,0.01,0.02,NA,NA,8807,0.052,2661441,1552765,111679,7452600,0.06,1521443,5105229,1374890,1480884,1521443,4584744,4918196,5133371,683932,0,3138735,3888177,90337,161095.94,NA,2017,Riverside,92320,Calimesa,1492076,1241552,492967,404400,44128,3578,11757,6049,5660,6322,266691,87400
Calipatria,Moderate,HIGH,LOW,HIGH,LOW,LOW,LOW,LOW,LOW,LOW,LOW,57.26,0,15,0,5,10,4.2,4.17,3.89,10,5,-0.06,0.03,-1.23,0.22,0.19,0.84,0.03,0.04,NA,NA,7539,0.244,-310667,251745,119216,3842955,0.47,-126013,2039389,-538939,-401621,-126013,1645932,2185481,2397475,743764,0,3895428,4630604,128328,140192.3,NA,2017,Imperial,92233,Calipatria,99790,84676,40381,17017,2201,229,566,633,903,366,22380,80300
Calistoga,Low,LOW,MODERATE,LOW,LOW,LOW,MODERATE,HIGH,MODERATE,LOW,HIGH,72.59,20.93,10.5,10,4.13,8.48,3.55,1.94,3.06,10,0,0.57,0.74,9.75,0.13,0.44,0.71,0.11,0.07,0.08,0,5241,0.049,6034426,618764,18514789,25184264,0.07,7476508,13127933,6580837,7310881,7476508,9719925,12090051,12342330,11181617,0,25085352,35087939,2891276,1691633.89,1998790,2017,Napa,94515,Calistoga,90729,84845,41749,18434,2773,460,908,298,528,304,19391,119400
Camarillo,Low,LOW,LOW,LOW,MODERATE,LOW,MODERATE,LOW,LOW,LOW,LOW,93.02,30,14.24,10,2.75,9.6,3.65,4.17,3.61,10,5,1.4,0.29,21.91,0.02,0.3,0.73,0.03,0.05,0,1.06,67403,0.036,56682802,2586725,28456077,98953189,0.02,58106753,41559770,56071942,59058799,58106753,39267399,40455639,40497060,29245908,0,78806292,107662264,2703270,4539311.93,NA,2017,Ventura,93010,Camarillo,537055,500442,212552,145457,14981,1721,4765,1757,3939,4984,110286,115400
Campbell,Moderate,LOW,LOW,LOW,MODERATE,MODERATE,MODERATE,HIGH,HIGH,LOW,HIGH,70.39,20.93,13.91,10,3.13,4.72,3.6,2.22,0.83,10,1.05,0.57,0.33,5.17,0.05,0.91,0.72,0.1,0.15,0.14,0.21,42567,0.029,27651308,5345731,18229664,55870509,0.06,28924105,50708879,26068215,30222212,28924105,43519612,48417702,48011214,50745930,0,138477296,193080154,5354502,8430374.9,7577000,2017,Santa Clara,95008,Campbell,1205945,1019309,504474,172323,22686,3524,7822,3685,253,2742,301800,168500
Canyon Lake,Low,LOW,LOW,LOW,LOW,LOW,MODERATE,LOW,LOW,LOW,LOW,97.42,30,15,10,4.13,10,3.85,4.72,4.72,10,5,0.95,0.06,4.48,0.13,0.06,0.77,0.01,0.01,NA,NA,11188,0.026,4741699,1057238,348959,5369095,0.32,3991498,4217744,2331025,3382765,3991498,3838984,4714788,4826852,319581,0,1253498,1620152,36602,74859.21,NA,2017,Riverside,92587,Canyon Lake,1492076,1241552,492967,404400,44128,3578,11757,6049,5660,6322,266691,87400
Capitola,Moderate,LOW,LOW,LOW,MODERATE,HIGH,MODERATE,LOW,HIGH,LOW,HIGH,67.64,17.43,15,10,2.75,3.84,3.6,3.61,0.56,10,0.85,0.46,0.18,4.73,0.02,1.02,0.72,0.05,0.16,0.04,0.17,10152,0.017,6091542,1287725,3439383,19607859,0.13,6922627,14890738,5387243,6160826,6922627,15091202,15734315,15553861,19435801,645000,55385434,77062318,1025325,3175593.22,690674,2017,Santa Cruz,95010,Capitola,185096,170831,100736,23976,4083,1314,1646,634,239,853,37350,119300
Carlsbad,Low,LOW,LOW,LOW,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,LOW,LOW,82.96,24.23,15,10,3,7.2,3.65,3.33,2.5,10,4.05,0.69,0.1,18.42,0.04,0.6,0.73,0.06,0.09,0.01,0.81,114477,0.038,113104250,6138921,27081060,279561316,-0.01,117629422,170829612,122138673,138095555,117629422,138678753,145085076,148780367,167875650,0,475531360,647469370,18038434,26308753.96,2887191,2017,San Diego,92008-7314,Carlsbad,2214746,1950545,782594,538982,66424,6814,20698,7777,9494,8387,509375,106900
Carmel-by-the-Sea,Moderate,LOW,LOW,LOW,LOW,MODERATE,MODERATE,MODERATE,HIGH,LOW,HIGH,68.53,18,13.99,10,3.88,4.24,3.7,3.33,1.39,10,0,0.48,0.32,4.45,0.11,0.97,0.74,0.06,0.13,0.13,0,3822,0.002,7965693,1791683,7037165,21653778,0.11,9315496,19210391,7849809,7212868,9315496,15883447,16366146,19420952,17167636,3825000,53720669,73076657,1279565,2882628.9,2760357,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carpinteria,Low,LOW,LOW,LOW,MODERATE,MODERATE,MODERATE,LOW,MODERATE,LOW,HIGH,86.28,30,15,10,2.63,8,3.7,4.17,2.78,10,0,0.79,0.02,12.09,0.01,0.5,0.74,0.03,0.08,0.15,0,13540,0.038,7505655,620590,254523,13223323,-0.01,8014082,10131022,8205584,8262888,8014082,8917575,9302116,9060707,6617331,0,20487254,27790629,447362,1093565.15,1966000,2017,Santa Barbara,93013-2698,Carpinteria,291962,235198,109182,59601,7071,1020,2161,856,1518,1357,52432,100100
Carson,Moderate,MODERATE,LOW,LOW,MODERATE,MODERATE,HIGH,MODERATE,HIGH,LOW,HIGH,55.36,7.95,15,7.5,3,4.32,3.25,3.06,1.11,8.72,1.45,0.24,0.08,1.5,0.04,0.96,0.65,0.07,0.14,0.41,0.29,92193,0.05,27413069,18294980,7888354,94600388,-0.12,18445230,76880458,25430723,16936600,18445230,71405849,74176750,76982328,90434177,0,182415143,279071394,6884001,13375498.79,39084759,2017,Los Angeles,90745,Carson,6129494,5813167,3048960,996999,143054,22483,41081,35228,39687,35505,1450170,91100
Cathedral City,Moderate,LOW,HIGH,LOW,MODERATE,MODERATE,MODERATE,LOW,HIGH,HIGH,HIGH,56.94,22.36,0,10,2.88,7.92,3.95,3.89,1.94,4,0,0.59,2.6,7.95,0.03,0.51,0.79,0.04,0.11,1,0,54413,0.049,20711523,2605527,157227239,60572883,0.13,21996946,37365444,17306785,20016152,21996946,36220816,36847365,38050693,30792019,0,135221563,170426343,2239591,6574609.38,60680000,2017,Riverside,92234-7031,Cathedral City,1492076,1241552,492967,404400,44128,3578,11757,6049,5660,6322,266691,87400
Ceres,Moderate,MODERATE,LOW,HIGH,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,LOW,LOW,57.49,7.86,13.91,4.8,2.63,4.64,3.55,2.78,2.32,10,5,0.24,0.33,0.96,0.01,0.92,0.71,0.08,NA,NA,NA,48340,0.089,3638650,3779930,15191393,46317776,-0.13,4519220,18943545,5873348,5184004,4519220,17122941,17653444,17462201,42826331,0,103600142.564626,146742411.564626,3554625,NA,NA,2017,Stanislaus,95307-3292,Ceres,346686,279644,107472,99322,9584,746,2641,1271,1911,2144,54553,80300
Cerritos,Low,LOW,LOW,LOW,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,LOW,LOW,88.11,30,15,10,3.5,6.16,3.55,3.33,2.22,10,4.35,1,0.16,8.25,0.08,0.73,0.71,0.06,0.1,0.05,0.87,50697,0.041,67229458,8152000,14265485,90570279,-0.13,65590515,65514255,86297666,78783394,65590515,61352007,69956211,70710711,65975961,0,167937121,235010981,5461113,8814619.72,4186000,2017,Los Angeles,90703,Cerritos,6129494,5813167,3048960,996999,143054,22483,41081,35228,39687,35505,1450170,91100
Chico,Moderate,MODERATE,MODERATE,LOW,MODERATE,HIGH,HIGH,MODERATE,HIGH,LOW,HIGH,49.9,6.71,12.41,8.45,3,3.2,3.35,2.5,0.28,10,0,0.17,0.51,1.69,0.04,1.1,0.67,0.09,0.17,0.08,0,93066,0.045,5893648,3489357,56002396,108920977,0.49,8752281,51523403,3968488,6345776,8752281,47429724,49037682,50963449,119844981,0,264453957,392318152,10193123,18034352.23,8802583,2017,Butte,95927,Chico,151237,124793,44489,44733,4960,715,1660,512,491,969,26264,85000
Chino,Low,LOW,LOW,LOW,MODERATE,LOW,MODERATE,LOW,MODERATE,LOW,HIGH,79.7,22.48,15,10,2.63,8.72,3.65,3.89,3.33,10,0,0.64,0.1,7.08,0.01,0.41,0.73,0.04,0.06,0.06,0,89601,0.041,43156094,6092615,16799511,173866580,-0.02,43048027,66814709,44561219,41352805,43048027,70051295,63568465,70376630,71246950,0,231909484,316011503,7244014,10233644.3,9874623,2017,San Bernardino,91710,Chino,1331471,1102687,450725,328307,42655,3437,10315,6782,6675,6643,247148,87400
Chino Hills,Low,LOW,LOW,LOW,MODERATE,LOW,HIGH,LOW,LOW,LOW,HIGH,90.62,30,14.58,10,3.75,10,3.4,3.89,5,10,0,0.87,0.25,26.51,0.1,0.21,0.68,0.04,NA,0.02,0,80115,0.033,42872479,1616957,34045585,136868587,0.41,35931670,41148856,18240373,24114124,35931670,41417376,58221693,46005901,29404284,0,62455393.1015308,91859675.1015308,5375200,NA,2069000,2017,San Bernardino,91709,Chino Hills,1331471,1102687,450725,328307,42655,3437,10315,6782,6675,6643,247148,87400
Chowchilla,Moderate,LOW,HIGH,LOW,MODERATE,MODERATE,HIGH,MODERATE,HIGH,LOW,LOW,65.18,19.34,0.92,10,3.75,7.12,3.5,3.33,2.22,10,5,0.49,1.89,6.44,0.1,0.61,0.7,0.06,0.1,NA,NA,18457,0.072,2040204,316676,29710517,15739605,0.75,3287330,6702713,1122216,2323201,3287330,5699358,6388230,6926794,9583127,0,23628764,33895015,942347,1642979.67,NA,2017,Madera,93610,Chowchilla,90184,67909,22342,26916,2428,191,667,388,424,349,14204,80300
Chula Vista,Moderate,MODERATE,LOW,LOW,MODERATE,MODERATE,HIGH,MODERATE,HIGH,LOW,HIGH,61.38,8.25,13.83,10,3.5,6.8,3.45,3.33,2.22,10,0,0.22,0.34,2.11,0.08,0.65,0.69,0.06,0.1,0.04,0,269046,0.044,11628059,5515761,157730200,457291591,0.1,34480092,157268830,28703023,30030972,34480092,130665444,136946308,150273157,295366230,0,699181901,1011099204,25830178,47804548.52,17269108,2017,San Diego,91910,Chula Vista,2214746,1950545,782594,538982,66424,6814,20698,7777,9494,8387,509375,106900
Citrus Heights,Moderate,HIGH,LOW,MODERATE,MODERATE,LOW,LOW,MODERATE,MODERATE,LOW,HIGH,60.76,4.1,15,6,3.13,10,4.1,3.33,2.5,10,2.6,0.13,0.06,1.2,0.05,0.24,0.82,0.06,0.09,0.03,0.52,87675,0.045,2158189,1804785,2978676,47840767,-0.37,5660882,42915641,19460361,18762991,5660882,26523509,28509764,29329128,11550685,0,62487079,76325999,2715520,4376692.37,1210000,2017,Sacramento,95621,Citrus Heights,1028719,884247,398079,228045,30487,3514,10120,5274,4942,3154,200632,102200
Claremont,Moderate,MODERATE,MODERATE,LOW,MODERATE,HIGH,HIGH,MODERATE,HIGH,LOW,HIGH,53.66,10.1,12.41,10,2.63,2.24,3.5,2.5,0.28,10,0,0.32,0.51,2.59,0.01,1.22,0.7,0.09,0.17,0.03,0,35835,0.043,7863216,3033321,21016577,41234096,-0.21,8412230,26561609,13613355,9797661,8412230,24596886,24216639,25218319,46124292,4365000,115476465,165037838,3738769,7021101.07,1399271,2017,Los Angeles,91711,Claremont,6129494,5813167,3048960,996999,143054,22483,41081,35228,39687,35505,1450170,91100
Clayton,Low,LOW,LOW,LOW,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,LOW,HIGH,84.07,30,15,10,2.63,7.36,3.8,2.78,2.5,10,0,1.41,0.02,17.04,0.01,0.58,0.76,0.08,0.09,0.05,0,12127,0.018,5877202,344881,158374,7632601,0.14,5844763,4155603,4509255,5309995,5844763,4240851,4386266,4347425,4413357,0,14086722,18638803,573677,718376.27,405470,2017,Contra Costa,94517,Clayton,758611,703021,369254,134553,20406,2700,5529,2545,2809,2178,163047,142800
Clearlake,Moderate,MODERATE,LOW,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,LOW,LOW,62.95,9.47,15,6.4,3.38,5.6,3.65,3.06,1.39,10,5,0.24,0.05,1.28,0.07,0.8,0.73,0.07,0.13,NA,NA,15532,0.11,888652,696360,419665,8184396,0.31,1238888,5216458,728524,910972,1238888,4667722,4777093,5354085,6538363,0,18573758,25430427,562277,1090650.56,NA,2017,Lake,95422,Clearlake,48342,37262,14398,11180,1713,292,457,220,76,104,8822,80300
Cloverdale,Moderate,MODERATE,MODERATE,LOW,LOW,MODERATE,MODERATE,MODERATE,HIGH,LOW,HIGH,62.54,11.84,11.83,10,4.25,6.4,3.65,3.06,1.67,9.84,0,0.3,0.58,4.51,0.14,0.7,0.73,0.07,0.12,0.27,0,8741,0.019,1667253,369938,7065821,12171266,0.67,1931753,6446919,758760,1623853,1931753,4273041,5462021,5488774,8536036,0,24736742,33997223,855293,1456641.16,3300092,2017,Sonoma,95425,Cloverdale,340306,300840,168614,54084,8324,2088,2996,930,1763,1385,60656,112800
Clovis,Moderate,MODERATE,HIGH,LOW,MODERATE,MODERATE,HIGH,LOW,HIGH,LOW,LOW,57.98,6.94,7.25,10,3,6.88,3.35,3.89,1.67,10,5,0.2,1.13,5.78,0.04,0.64,0.67,0.04,0.12,NA,NA,109316,0.045,12530636,2168163,194831696,172830712,-0.03,12860019,65709438,13702156,14704095,12860019,59264061,62144810,64316843,111434073,0,265090066,395121220,7392200,20787066.04,NA,2017,Fresno,93612,Clovis,605256,496482,195697,161696,16558,1462,4252,2542,2304,4197,107774,80300
Coachella,Moderate,MODERATE,HIGH,MODERATE,LOW,LOW,MODERATE,LOW,LOW,LOW,HIGH,58.02,11.01,6.33,5.25,4,9.68,3.7,4.44,3.61,10,0,0.3,1.24,1.05,0.12,0.29,0.74,0.02,0.05,0.07,0,45280,0.123,3358289,3194262,59078868,47725781,0.06,6528245,21959005,6342406,8773073,6528245,16644387,20165178,20820299,13968739,0,42954764,58227933,840738,2398278.31,3180724,2017,Riverside,92236,Coachella,1492076,1241552,492967,404400,44128,3578,11757,6049,5660,6322,266691,87400
Coalinga,Moderate,HIGH,MODERATE,HIGH,MODERATE,LOW,LOW,LOW,LOW,LOW,LOW,52.34,0,9,2.1,2.88,10,4.75,4.44,4.17,10,5,-0.16,0.92,0.42,0.03,0.01,0.95,0.02,0.03,NA,NA,16988,0.09,538051,1272043,24283053,26479531,0.1,-1376016,8545929,-2695164,-3907886,-1376016,7179974,6402039,7497262,236497,0,10418791,10940640,438369,693729.18,NA,2017,Fresno,93210,Coalinga,605256,496482,195697,161696,16558,1462,4252,2542,2304,4197,107774,80300
Colfax,Low,LOW,HIGH,LOW,MODERATE,LOW,LOW,LOW,LOW,LOW,LOW,76.76,24.87,0,10,3.38,10,4.35,4.72,4.44,10,5,0.63,2.11,9.79,0.07,0.02,0.87,0.01,0.02,NA,NA,1999,0.06,1895876,193599,9444022,4476095,0.31,1158153,1839398,696110,1067614,1158153,1732521,1958576,1968994,70057,0,641209,734928,48319,80632.69,NA,2017,Placer,95713,Colfax,287216,270599,82925,112511,9595,889,4610,609,1288,1261,56911,102200
Colma,Low,LOW,LOW,LOW,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,MODERATE,HIGH,80.65,30,13.83,10,3.13,7.92,3.7,3.33,2.5,6.24,0,1.12,0.34,26.04,0.05,0.51,0.74,0.06,0.09,0.72,0,1493,NA,20094365,771655,6273372,18709347,-0.13,21547836,19172023,28117913,22594248,21547836,16526223,17719980,18125611,9449072,0,28792778,38992378,1083612,1673690.51,13408236,2017,San Mateo,94014,Colma,504398,442988,242349,64016,9802,1726,2952,1315,2172,2068,116588,166000
Colton,Moderate,MODERATE,MODERATE,LOW,MODERATE,MODERATE,MODERATE,LOW,HIGH,LOW,HIGH,59.76,10.66,11.5,10,3.38,5.12,3.55,3.61,1.94,10,0,0.27,0.62,3.87,0.07,0.86,0.71,0.05,0.11,0.24,0,54680,0.053,8052438,2081461,78036396,125626985,0.44,9937323,36139593,6814277,4502643,9937323,25088865,26453168,28599769,82319992,25150778,230101346,323684712,6054129,13436808.55,30744000,2017,San Bernardino,92324,Colton,1331471,1102687,450725,328307,42655,3437,10315,6782,6675,6643,247148,87400
Colusa,Low,LOW,HIGH,LOW,MODERATE,MODERATE,MODERATE,LOW,MODERATE,LOW,HIGH,77.2,27.17,6.66,10,2.88,7.92,3.55,4.44,2.78,10,1.8,0.74,1.2,10.91,0.03,0.51,0.71,0.02,0.08,0.18,0.36,6146,0.119,1366746,125308,13766983,11449303,0.06,2374432,3228005,2138920,2471906,2374432,2956522,3084815,3109797,5846314,0,16020475,22437969,197141,940870.1,2047580,2017,Colusa,95932,Colusa,12388,9807,3110,4048,312,20,121,44,0,4,2148,80300
Commerce,Low,LOW,MODERATE,LOW,MODERATE,LOW,MODERATE,LOW,LOW,MODERATE,HIGH,83.34,30,11.41,10,2.63,9.6,3.65,4.44,3.61,8,0,0.92,0.63,6.8,0.01,0.3,0.73,0.02,0.05,0.5,0,12862,0.057,24932940,3667313,55136846,87079244,0.1,55268246,60301358,45493743,52400666,55268246,59470862,60504650,60330697,26104355,0,78485050,107661267,2135197,4428910.67,43823000,2017,Los Angeles,90040,Commerce,6129494,5813167,3048960,996999,143054,22483,41081,35228,39687,35505,1450170,91100
Compton,High,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97047,0.063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,Los Angeles,90220,Compton,6129494,5813167,3048960,996999,143054,22483,41081,35228,39687,35505,1450170,91100
Concord,Moderate,MODERATE,MODERATE,LOW,MODERATE,HIGH,HIGH,HIGH,HIGH,LOW,HIGH,57.96,11.14,13.33,9.25,3.13,2.96,3.1,2.22,0.83,10,2,0.31,0.4,1.85,0.05,1.13,0.62,0.1,0.15,0.24,0.4,129592,0.036,38934327,21037028,62049891,156305099,0.03,30097554,97582532,28633825,28124434,30097554,91758100,97386567,100831919,177207146,0,332399867,532965732,15795718,23833074.07,37683000,2017,Contra Costa,94519,Concord,758611,703021,369254,134553,20406,2700,5529,2545,2809,2178,163047,142800
Corcoran,Moderate,LOW,HIGH,LOW,HIGH,LOW,MODERATE,LOW,MODERATE,LOW,LOW,65.52,16.85,3.08,10,2.13,8.32,3.75,3.61,2.78,10,5,0.44,1.63,5.55,-0.03,0.46,0.75,0.05,0.08,NA,NA,21820,0.174,2747041,494820,25371225,15580660,0.15,2456742,5527165,1881762,2271943,2456742,5330485,5066631,5025241,7128067,0,23464042,31260350,776784,1259529.02,NA,2017,Kings,93212,Corcoran,82674,60100,19995,23874,1981,147,644,275,420,280,12484,80300
