city,county,zipcode,overall_risk,overall_points,county_voter_reg,county_voter_turnout,county_prop_mail_vote,county_n_precincts,general_fund_reserves_ratio,debt_burden_ratio,liquidity_ratio,revenue_trends_ratio,pension_obligations_ratio,pension_funding_ratio,pension_costs_ratio,future_pension_costs_ratio,opeb_obligations_ratio,opeb_funding_ratio,general_fund_cash_and_investments,general_fund_liabilities,primary_government_long_term_obligations_excluding_retirement_obligations,government_wide_revenue,change_gf_unrestricted_fund_balances,gf_unrestricted_fund_balances,gf_expenditures_transfers_out,gf_unrestricted_fb_py_py,gf_unrestricted_fb_py,gf_unrestricted_fb_cy,gf_rev_py_py,gf_rev_py,gf_rev_cy,net_pension_liability_or_asset,pension_related_debt,pension_assets,accrued_pension_liabilities,actuarially_determined_pension_contributions,projected_pension_contribution,net_opeb_liability_or_asset,county_unemployment_5yr,county_unemployment,county_per_cap_gdp,county_pop,county_per_cap_income,county_n_jobs,county_avg_wage,county_med_age,county_prop_m,county_college,county_per_cap_precints,good_pension_health,is_county_job_center
Hayward,Alameda,94541,Moderate,52.73,0.8130188885559002,0.6364,0.4833,1041,0.23,0.42,2.54,0.04,1.22,0.63,0.09,0.18,0.32,0.05,39475945,15560907,144163084,340915967,0.19,44514298,197693539,32044756,43042204,44514298,169551250,170059406,182269528,417450974,0,765460154,1205866091,32269745,61556108.42,108242506,0.0622,0.107,58.94504247136711,1498539,45854,864535,60411,36.6,0.49035860098075956,0.41100000000000003,6.946766150230325e-4,FALSE,TRUE
Healdsburg,Sonoma,95448,Moderate,60.2,0.7457829876765855,0.6968000000000001,0.5943,453,0.29,0.7,2.86,0.11,0.66,0.72,0.06,0.1,0.02,0,10029249,3510990,39267832,55970728,-0.12,4607646,16059278,7407084,3618811,4607646,13915033,15045501,17138789,33575940,3613023,93563497,129908263,3263776,5819745.52,1013000,0.056600000000000004,0.098,44.69510447798548,479479,41522,262782,44703,39.9,0.4916535947307181,0.321,9.447754750468738e-4,FALSE,FALSE
Hemet,Riverside,92543,Moderate,51.78,0.6519685051631071,0.5115,0.4153,1403,0.19,0.07,4.32,0.19,1.15,0.68,0.12,0.18,0.59,0.03,20189676,4670968,5513501,83356360,-0.04,9433508,48514586,10392062,8718787,9433508,38686072,50126989,53902506,95714718,0,212751847,314406197,10394032,15001632.27,49021134,0.077,0.136,28.503218157891673,2146725,30588,819049,39435,33.7,0.4975940340630159,0.205,6.53553668960859e-4,FALSE,FALSE
Hercules,Contra Costa,94547,Low,77.41,0.7539949308861223,0.6535,0.4758,854,0.95,1.68,7.13,0.09,0.5,0.74,0.06,0.08,0.04,0.66,16909491,2372811,53477037,31844147,0.2,15964731,16755180,11602760,16516008,15964731,14859520,16490956,17563562,15954911,0,46306167,62844665,1850864,2610172.14,1287218,0.06060000000000001,0.10400000000000001,77.36020002119685,1037890,54015,481146,57960,38.5,0.48762013869562065,0.386,8.228232278950563e-4,FALSE,FALSE
Hermosa Beach,Los Angeles,90254,Moderate,63.27,0.7442106236359122,0.5831000000000001,0.24059999999999998,4883,0.25,0.39,2.53,0.05,1,0.73,0.03,0.15,-0.01,1.06,11068234,4379056,18842796,47710854,0.04,10128080,40817138,9437703,8925960,10128080,37460346,38341477,41222568,47589484,0,131210804,180200796,1380564,6996116.75,NA,0.0688,0.11699999999999999,55.91363426446247,9787400,41288,5404390,53110,34.8,0.49290598502968647,0.295,4.989067576680222e-4,FALSE,TRUE
Hesperia,San Bernardino,92345,Moderate,66.73,0.6748090460761734,0.5012,0.37189999999999995,1391,0.32,0.86,5.89,0.11,0.38,0.74,0.04,0.03,0.06,0,7668879,1302470,65935749,76871126,0.33,10414097,32530133,6450468,6071940,10414097,28924762,33000286,35671658,28998736,0,46156283,62061249,3165637,2500735.4,4263693,0.0736,0.132,32.66023903155971,2013960,28932,846942,41414,31.7,0.4970049376395145,0.18600000000000003,6.906790601600827e-4,FALSE,FALSE
Hidden Hills,Los Angeles,91302,Low,93.49,0.7442106236359122,0.5831000000000001,0.24059999999999998,4883,3.27,0,4.72,0.3,0.11,0.81,0.01,0.01,0.12,0,11186050,2370082,20262,4163246,0.13,9084435,2778336,7092304,8029127,9084435,2152205,2820355,3602090,446855,0,2095587,2600056,39140,37941.03,483671,0.0688,0.11699999999999999,55.91363426446247,9787400,41288,5404390,53110,34.8,0.49290598502968647,0.295,4.989067576680222e-4,TRUE,TRUE
Highland,San Bernardino,92346,Low,82.25,0.6748090460761734,0.5012,0.37189999999999995,1391,0.59,0.02,13.34,0.07,0.12,0.76,0.02,0.02,0.02,0,10993757,823819,799058,35963205,0.02,12893010,21770244,12492693,13249803,12893010,18945852,20586134,21391941,4366668,0,15300328,20007540,594646,897698.54,811596,0.0736,0.132,32.66023903155971,2013960,28932,846942,41414,31.7,0.4970049376395145,0.18600000000000003,6.906790601600827e-4,FALSE,FALSE
Hillsborough,San Mateo,94010,Low,84.78,0.8128099776836925,0.6409999999999999,0.48090000000000005,555,0.95,0.7,5.21,0.09,0.44,0.74,0.05,0.08,0.23,0.35,31084659,5970749,41602715,59033924,0.1,24220790,25603931,20085943,22495369,24220790,22809818,24251711,26913420,25849501,0,80899451,109044063,2728857,4660971.55,13495000,0.0504,0.086,83.8788958222688,713617,71218,452950,77245,39.3,0.4915736162122817,0.439,7.77728109055698e-4,FALSE,TRUE
Hollister,San Benito,95023,Moderate,55.1,0.7385668511505972,0.5821000000000001,0.433,59,0.22,0.98,1.12,0.1,0.39,0.76,0.04,0.08,0.06,0,7516147,6709029,72413477,73826413,0.02,6647348,29708742,6468218,7462285,6647348,23713313,26929033,28483343,28451236,0,95945989,126895260,3320549,5817559.06,4696021,0.09319999999999999,0.145,32.29862590932471,54436,35956,20641,39589,34.3,0.49990047950782596,0.184,0.0010838415754280256,FALSE,FALSE
Hughson,Stanislaus,95326,Low,80.66,0.7125961812482189,0.5047,0.5289,447,1.35,1.7,7.95,-0.03,0.3,0.73,0.03,0.05,NA,NA,3716562,467560,17190100,10140639,0.06,3669122,2710867,3253574,3483633,3669122,2957706,2872843,2822479,3076139,0,8774113,12066321,270473,467004.85,NA,0.1042,0.161,34.83940133245754,511536,30537,212934,40432,32.9,0.49467586743123726,0.163,8.738387914047105e-4,FALSE,FALSE
Huntington Beach,Orange,92648,Moderate,60.34,0.8640684252298959,0.6275,0.4654,2109,0.31,0.3,6.07,0.07,1.25,0.7,0.12,0.18,0.02,0.8,74657000,12298000,99898000,336468000,0.1,70836000,226265000,58509000,62209000,70836000,217900000,184916000,236631000,420993000,0,1010019768,1439368466,40139000,60092673.18,6609000,0.0504,0.09,61.05356160682812,2987177,46620,1899261,52787,36.2,0.4945764175276148,0.366,7.060177552250837e-4,FALSE,TRUE
Huron,Fresno,93234,Moderate,60.89,0.714652135684724,0.5144,0.4532,712,0.06,0.26,0,0.16,NA,NA,NA,NA,NA,NA,0,494693,2161176,8239444,-0.78,158827,2647283,99472,-224593,158827,2731583,4995602,2419735,NA,NA,NA,NA,NA,NA,NA,0.1028,0.153,37.159897469066,921478,30167,424077,38372,30.6,0.4995577679695048,0.19399999999999998,7.726717295475313e-4,NA,FALSE
Imperial,Imperial,92251,Moderate,69.88,0.6502365004640552,0.44530000000000003,0.3225,108,0.3,1.12,1.94,0.08,0.15,0.78,0.01,0.04,NA,NA,2547066,1315091,30387438,27165891,0.61,2816683,9298000,1094701,1823728,2816683,8041054,8665481,9291659,4107886,0,15415076,19876290,396147,1040102.41,NA,0.2002,0.28300000000000003,39.79049811636668,172008,27886,72584,35233,31.9,0.513654282505558,0.132,6.278777731268313e-4,FALSE,FALSE
Imperial Beach,San Diego,91932,Low,73.65,0.7251714669285065,0.6071,0.46,2328,0.48,0.08,4.31,0.2,0.35,0.85,0.18,0.06,0.03,0,14149427,3281193,2962695,34893092,-0.02,12689993,26396616,13276433,12860826,12689993,17872374,18750147,25357863,12341076,0,47018177,55245888,6278319,1947127.55,901320,0.05740000000000001,0.098,55.89392078865727,3061203,42771,1821926,50801,34.6,0.501944368793309,0.344,7.60485338607077e-4,TRUE,TRUE
Indian Wells,Riverside,92210,Low,97.42,0.6519685051631071,0.5115,0.4153,1403,1.15,0.01,6.83,0.07,0,1.04,0.01,0.01,0.01,0.92,19206352,2810783,420081,48842333,0.07,21539794,18682844,18859826,19397674,21539794,18292985,18541409,20795209,73946,0,31924142,30707622,430310,442434.01,621813,0.077,0.136,28.503218157891673,2146725,30588,819049,39435,33.7,0.4975940340630159,0.205,6.53553668960859e-4,TRUE,FALSE
Indio,Riverside,92202,Moderate,66.58,0.6519685051631071,0.5115,0.4153,1403,0.36,0.76,2.5,0.11,0.43,0.7,0.05,0.07,0.34,0.03,31205489,12499969,113408584,149811667,0.2,28230174,79458589,19736718,26086111,28230174,63623983,70926837,78649757,64825268,0,157895968,225430987,7094896,10367437.38,50465790,0.077,0.136,28.503218157891673,2146725,30588,819049,39435,33.7,0.4975940340630159,0.205,6.53553668960859e-4,FALSE,FALSE
Industry,Los Angeles,91744,Low,85,0.7442106236359122,0.5831000000000001,0.24059999999999998,4883,5.44,4.07,70.58,0.25,0.05,1,0,0,-0.01,1.23,619178811,8773117,805641150,198087876,-0.08,622324150,114392313,737310239,622321935,622324150,49466678,57651822,76656783,9022253,0,29140553,29181598,195741,411622.79,NA,0.0688,0.11699999999999999,55.91363426446247,9787400,41288,5404390,53110,34.8,0.49290598502968647,0.295,4.989067576680222e-4,TRUE,TRUE
Inglewood,Los Angeles,90301,Moderate,60.99,0.7442106236359122,0.5831000000000001,0.24059999999999998,4883,0.42,0.39,5.42,0.09,1.36,0.69,0.08,0.11,0.49,0,35667308,6582977,101785527,263131641,0.69,57370672,136787367,24864659,60225604,57370672,110292174,120116595,129612999,272176134,86551302,617734419,889910553,20299992,28819726.39,127727561,0.0688,0.11699999999999999,55.91363426446247,9787400,41288,5404390,53110,34.8,0.49290598502968647,0.295,4.989067576680222e-4,FALSE,TRUE
Irvine,Orange,92623,Low,80.21,0.8640684252298959,0.6275,0.4654,2109,0.57,0.04,4.85,0.05,0.2,0.81,0.04,0.04,0.01,0,131452000,27098000,30989000,755996000,0.01,124903000,220615000,124188000,119200000,124903000,199854000,206520000,221961000,149518000,0,615773912,760513009,26871000,32437458.8,7417000,0.0504,0.09,61.05356160682812,2987177,46620,1899261,52787,36.2,0.4945764175276148,0.366,7.060177552250837e-4,TRUE,TRUE
Irwindale,Los Angeles,91706,Low,89.08,0.7442106236359122,0.5831000000000001,0.24059999999999998,4883,1.22,0.07,2.92,0.06,0.48,0.88,0.05,0.06,0.29,0.33,41430498,14210321,2494861,33272275,0.03,32081720,26234808,30620784,30112196,32081720,19672264,22535944,21827129,16117769,0,83939944,95696427,1571354,2104351.93,9789653,0.0688,0.11699999999999999,55.91363426446247,9787400,41288,5404390,53110,34.8,0.49290598502968647,0.295,4.989067576680222e-4,TRUE,TRUE
Jackson,Amador,95642,Moderate,51.76,0.8293210711387612,0.7343999999999999,0.5184000000000001,59,0.12,1.12,5.6,0.05,0.56,0.7,0.05,0.09,0.2,0,573274,102334,12623276,11320275,-0.03,450716,3775854,703882,294201,450716,3413669,4009733,3690803,6284619,0,15515541,22192825,611663,964868.57,2243751,0.07239999999999999,0.11900000000000001,38.85313039384905,38238,32982,18582,38225,48.2,0.5447218503058465,0.188,0.0015429677284376799,FALSE,FALSE
Jurupa Valley,Riverside,92509,Low,74.24,0.6519685051631071,0.5115,0.4153,1403,0.2,0.14,1.27,0.2,NA,NA,NA,NA,NA,NA,13596532,10673865,7838597,54692965,0.3,8098034,39778749,5314133,4790657,8098034,28545812,35114239,41141756,NA,NA,NA,NA,NA,NA,NA,0.077,0.136,28.503218157891673,2146725,30588,819049,39435,33.7,0.4975940340630159,0.205,6.53553668960859e-4,NA,FALSE
Kerman,Fresno,93630,Low,91.15,0.714652135684724,0.5144,0.4532,712,0.75,0.52,9.01,0.16,0.2,0.8,0.03,0.06,NA,NA,2794736,310221,8458513,16240786,0.08,4426596,5922576,3834201,3807259,4426596,4911864,5376542,6541912,3221609,0,14442244,18083261,416140,936549.73,NA,0.1028,0.153,37.159897469066,921478,30167,424077,38372,30.6,0.4995577679695048,0.19399999999999998,7.726717295475313e-4,TRUE,FALSE
King City,Monterey,93930,Moderate,51.08,0.6775766701887825,0.562,0.588,184,-0.12,0.52,0.15,0.08,0.4,0.75,0.04,0.07,NA,NA,339548,2212150,7516504,14348984,0.26,-884981,7658380,-1608325,-1142719,-884981,6142126,6361862,7131632,5686327,0,18462297,24567472,591516,1005237.04,NA,0.08360000000000001,0.12,53.21835993009362,410263,40035,217029,42677,32.9,0.5142184605080241,0.23199999999999998,4.484927960844629e-4,FALSE,FALSE
Kingsburg,Fresno,93631,Low,91.18,0.714652135684724,0.5144,0.4532,712,1.01,0.33,6.11,0.06,0.4,0.71,0.05,0.07,NA,NA,2106913,344718,6072863,18173311,0.23,5328566,5283842,3531436,4491553,5328566,5400361,5447503,5984383,7256090,0,18862585,26570872,886480,1347341.55,NA,0.1028,0.153,37.159897469066,921478,30167,424077,38372,30.6,0.4995577679695048,0.19399999999999998,7.726717295475313e-4,FALSE,FALSE
La Canada Flintridge,Los Angeles,91011,Low,84.52,0.7442106236359122,0.5831000000000001,0.24059999999999998,4883,0.76,0.97,2.84,0.07,0.13,0.79,0.02,0.03,0.19,0,12500828,4398359,24305365,25057522,0.04,12672988,16634171,11659684,12645943,12672988,14450191,15629848,16393478,3209299,0,13270452,16851612,399240,724827.63,4740654,0.0688,0.11699999999999999,55.91363426446247,9787400,41288,5404390,53110,34.8,0.49290598502968647,0.295,4.989067576680222e-4,FALSE,TRUE
La Habra,Orange,90631,Moderate,56.63,0.8640684252298959,0.6275,0.4654,2109,0.23,0.75,2.26,0.07,0.91,0.71,0.08,0.14,0.05,0.32,11708010,5173397,66175291,87747237,1.4,10667970,46462299,2197789,7358051,10667970,42850019,45661370,48583838,79581620,0,208874317,292832722,6728300,12284322.14,4502338,0.0504,0.09,61.05356160682812,2987177,46620,1899261,52787,36.2,0.4945764175276148,0.366,7.060177552250837e-4,FALSE,TRUE
La Habra Heights,Los Angeles,90631,Low,90.03,0.7442106236359122,0.5831000000000001,0.24059999999999998,4883,1.8,0.01,11.51,0.06,0.18,0.8,0.03,0.05,0.07,0,6780595,589253,91165,6382763,0.06,6385325,3555676,5768411,6105745,6385325,3245716,3421344,3644293,1180743,0,5239189,6571225,167732,304678.82,429877,0.0688,0.11699999999999999,55.91363426446247,9787400,41288,5404390,53110,34.8,0.49290598502968647,0.295,4.989067576680222e-4,TRUE,TRUE
La Mesa,San Diego,92041,Moderate,68.14,0.7251714669285065,0.6071,0.46,2328,0.64,0.6,28.61,0.06,1.21,0.68,0.1,0.18,0.05,0.46,35109185,1227126,46025837,76873120,0.03,31499284,49181644,29713285,31565648,31499284,44213041,46583204,49265774,92856984,0,210057488,308841931,7675147,13905948.61,3710796,0.05740000000000001,0.098,55.89392078865727,3061203,42771,1821926,50801,34.6,0.501944368793309,0.344,7.60485338607077e-4,FALSE,TRUE
La Mirada,Los Angeles,90638,Low,94.3,0.7442106236359122,0.5831000000000001,0.24059999999999998,4883,1.16,0.18,8.77,0,0.27,0.78,0.03,0.04,-0.09,1.29,54485392,6211500,9175074,52316993,0.01,52487441,45409975,51824363,52163418,52487441,44707141,44376444,44684186,14148565,0,54335949,69758517,1705245,2292755.2,NA,0.0688,0.11699999999999999,55.91363426446247,9787400,41288,5404390,53110,34.8,0.49290598502968647,0.295,4.989067576680222e-4,FALSE,TRUE
La Palma,Orange,90623,Low,83.81,0.8640684252298959,0.6275,0.4654,2109,0.83,0.03,2.89,0.05,0.85,0.78,0.09,0.15,0.05,0.65,12112181,4196290,548612,18183788,-0.03,9274649,11139370,10358256,7649007,9274649,10893971,11789540,12057831,15498180,0,61896348,78854399,1551220,2681034.77,950559,0.0504,0.09,61.05356160682812,2987177,46620,1899261,52787,36.2,0.4945764175276148,0.366,7.060177552250837e-4,FALSE,TRUE
La Puente,Los Angeles,91744,Low,88.49,0.7442106236359122,0.5831000000000001,0.24059999999999998,4883,0.76,0.44,7.13,0.1,0.3,0.69,0.02,0.05,0.16,0.13,9281616,1301526,10043975,22610342,0.17,9772265,12785967,7191875,7997394,9772265,12169702,12696662,14646970,6845330,0,16111773,23448280,536963,1019403.4,3575516,0.0688,0.11699999999999999,55.91363426446247,9787400,41288,5404390,53110,34.8,0.49290598502968647,0.295,4.989067576680222e-4,FALSE,TRUE
La Quinta,Riverside,92253,Low,97.31,0.6519685051631071,0.5115,0.4153,1403,1.45,0.02,5.21,0.2,0.16,0.74,0.02,0.03,0,1,96146389,18456197,1699927,79358952,0.19,77413905,53240138,54955195,68847118,77413905,44347239,56310808,62990437,12403691,0,38046368,51507129,1284275,2224793.82,NA,0.077,0.136,28.503218157891673,2146725,30588,819049,39435,33.7,0.4975940340630159,0.205,6.53553668960859e-4,FALSE,FALSE
La Verne,Los Angeles,91750,Moderate,61.12,0.7442106236359122,0.5831000000000001,0.24059999999999998,4883,0.26,0.11,5.68,0.06,1.68,0.98,0.08,0.06,0.11,0.32,10228217,1800551,6836568,61895301,0.25,10191859,39066788,6720907,9842672,10191859,28295880,30471201,31282486,51434554,52770000,189447986,193666866,4767160,3697278.39,7008579,0.0688,0.11699999999999999,55.91363426446247,9787400,41288,5404390,53110,34.8,0.49290598502968647,0.295,4.989067576680222e-4,TRUE,TRUE
Lafayette,Contra Costa,94549,Low,95.53,0.7539949308861223,0.6535,0.4758,854,0.83,0.17,5.48,0.03,NA,NA,NA,NA,0.01,0.53,14776560,2695905,4464211,25605809,0.05,14150102,16959994,13019682,13370306,14150102,16972334,17917603,17866909,NA,NA,NA,NA,NA,NA,274906,0.06060000000000001,0.10400000000000001,77.36020002119685,1037890,54015,481146,57960,38.5,0.48762013869562065,0.386,8.228232278950563e-4,NA,FALSE
Laguna Beach,Orange,92651,Low,84.02,0.8640684252298959,0.6275,0.4654,2109,0.79,0.21,6.69,0.07,0.6,0.76,0.07,0.12,0.03,0,68837452,10296989,22434226,105157806,0.03,64949593,82169628,61299559,60476246,64949593,76706195,81328850,88020317,63529483,0,217467543,284602309,7604374,12584864.57,2860282,0.0504,0.09,61.05356160682812,2987177,46620,1899261,52787,36.2,0.4945764175276148,0.366,7.060177552250837e-4,FALSE,TRUE
Laguna Hills,Orange,92653,Low,79.03,0.8640684252298959,0.6275,0.4654,2109,0.38,0.29,5.47,0.03,0.14,0.81,0.02,0.03,NA,NA,7327662,1340605,7369704,25147863,0.11,8306805,21842393,6750166,7245472,8306805,20743842,21243012,22047533,3524547,0,16861739,20857211,422127,825576.3,NA,0.0504,0.09,61.05356160682812,2987177,46620,1899261,52787,36.2,0.4945764175276148,0.366,7.060177552250837e-4,TRUE,TRUE
Laguna Niguel,Orange,92677,Low,90.59,0.8640684252298959,0.6275,0.4654,2109,0.93,0.02,11,0.05,0.16,0.77,0.02,0.03,0.03,0,58558877,5321783,1017114,48348559,-0.12,56536862,60687538,73288649,74182720,56536862,40426512,45776989,43809474,7635951,0,29266630,37771671,942939,1619435.67,1691558,0.0504,0.09,61.05356160682812,2987177,46620,1899261,52787,36.2,0.4945764175276148,0.366,7.060177552250837e-4,FALSE,TRUE
Laguna Woods,Orange,92653,Low,96.47,0.8640684252298959,0.6275,0.4654,2109,1.52,0.01,15.96,0.07,0.01,1,0.01,0.01,0,0.73,10037778,629079,80720,7902144,0.01,9778122,6438279,9578914,9878287,9778122,5558230,5711011,6351788,96450,0,3036044,3051047,63730,63166.45,35342,0.0504,0.09,61.05356160682812,2987177,46620,1899261,52787,36.2,0.4945764175276148,0.366,7.060177552250837e-4,TRUE,TRUE
Lake Elsinore,Riverside,92530,Moderate,54.79,0.6519685051631071,0.5115,0.4153,1403,0.27,2.8,2.46,0.03,0.14,0.74,0.02,0.02,0.27,0,12201222,4955078,231196495,82515732,-0.02,11067741,41054855,11512307,10807854,11067741,38957258,40325413,40946003,11684999,0,35973744,48356121,1340596,1968750.08,22237850,0.077,0.136,28.503218157891673,2146725,30588,819049,39435,33.7,0.4975940340630159,0.205,6.53553668960859e-4,FALSE,FALSE
Lake Forest,Orange,92630,Low,95.44,0.8640684252298959,0.6275,0.4654,2109,0.99,0.01,9.3,0.06,-0.01,1.01,0.01,0.01,0.01,0.55,54298666,5837198,802798,68285074,0.05,52603715,53125908,47714770,50929392,52603715,48541157,50653071,54795849,-883666,0,32519240,32223682,561053,850797.06,425446,0.0504,0.09,61.05356160682812,2987177,46620,1899261,52787,36.2,0.4945764175276148,0.366,7.060177552250837e-4,TRUE,TRUE
Lakeport,Lake,95453,Low,77,0.7518285640959835,0.5531,0.5326,52,0.72,1.26,7.63,0.16,0.56,0.78,0.02,0.08,0.34,0,3500715,458681,20274989,16050376,0.2,4153224,5786127,2929957,3651520,4153224,4661759,5473700,6258331,6625380,2290997,25628667,32978826,307924,1240969.72,5392938,0.1006,0.156,24.44740968438048,64413,29547,23713,33761,45,0.5021032445640407,0.168,8.07290453790384e-4,FALSE,FALSE
Lakewood,Los Angeles,90712,Low,83.75,0.7442106236359122,0.5831000000000001,0.24059999999999998,4883,0.63,0.16,6.81,0.05,0.43,0.77,0.05,0.07,0.01,0.93,33022298,4849249,12495697,80389429,-0.03,32076789,50606203,33971985,31311741,32076789,45510196,46364813,49861778,34871708,0,126765879,165272104,3752942,5561555.76,767782,0.0688,0.11699999999999999,55.91363426446247,9787400,41288,5404390,53110,34.8,0.49290598502968647,0.295,4.989067576680222e-4,FALSE,TRUE
Lancaster,Los Angeles,93534,Low,75.85,0.7442106236359122,0.5831000000000001,0.24059999999999998,4883,0.4,0.33,1.83,0.19,0.32,0.69,0.03,0.05,0.1,0.29,13501351,7375733,60865268,183168937,0.32,33644806,84446322,20184199,21369304,33644806,59231870,62091871,82526013,57740097,0,136394057,197094324,5697960,9576712.95,18672853,0.0688,0.11699999999999999,55.91363426446247,9787400,41288,5404390,53110,34.8,0.49290598502968647,0.295,4.989067576680222e-4,FALSE,TRUE
Larkspur,Marin,94939,Low,79.87,0.8589735806570894,0.7798999999999999,0.5870000000000001,189,0.82,0.82,7.66,0.04,0.45,0.74,0.04,0.07,0.52,0.03,14519392,1894921,28954887,35410509,0.23,13659324,16623074,9149407,10589515,13659324,18085893,18085387,19430174,15768794,0,48118367,65263386,1451357,2364746.37,18268829,0.04700000000000001,0.078,65.72879910070078,250862,81722,176386,56002,44.5,0.4915580556986095,0.546,7.534022689765688e-4,FALSE,TRUE
Lathrop,San Joaquin,95330,Low,97.09,0.6505512612372483,0.5142,0.47950000000000004,515,1.32,0.2,3.54,0.24,0.04,0.8,0.01,0.01,0.01,0.73,38375955,10852160,26291428,128536836,0.38,31169562,23702336,16496212,21538365,31169562,18954503,22852580,28813955,5077307,0,23056260,28781755,766989,1395145.13,1423609,0.0986,0.155,34.48103391291004,677736,31873,275719,41195,32.7,0.49792501451906157,0.179,7.598829042577051e-4,TRUE,FALSE
Lawndale,Los Angeles,90260,Low,83.32,0.7442106236359122,0.5831000000000001,0.24059999999999998,4883,0.62,0.05,3.3,0.08,0.34,0.77,0.04,0.06,0.21,0,9832342,2982670,1032100,21080495,0.26,8920502,14380498,5763383,6143591,8920502,13083932,13457727,15145330,7124768,0,25899234,33752587,780066,1299173.25,4497319,0.0688,0.11699999999999999,55.91363426446247,9787400,41288,5404390,53110,34.8,0.49290598502968647,0.295,4.989067576680222e-4,FALSE,TRUE
Lemon Grove,San Diego,91945,Low,74.8,0.7251714669285065,0.6071,0.46,2328,0.42,0.06,3.44,0.09,0.29,0.77,0.04,0.06,0.16,0,5728484,1667188,1480332,26096075,0.07,6076600,14413057,5288540,5455171,6076600,12827441,13596665,15199357,7557212,0,28127178,36429805,962913,1544577.08,4127787,0.05740000000000001,0.098,55.89392078865727,3061203,42771,1821926,50801,34.6,0.501944368793309,0.344,7.60485338607077e-4,FALSE,TRUE
Lemoore,Kings,93245,Moderate,62.85,0.6342746931320331,0.4569,0.6423000000000001,210,0.27,1.24,4.85,0.12,0.4,0.76,0.05,0.08,NA,NA,6592943,1359626,37965545,30728110,-0.29,3510619,12788856,8334745,8334434,3510619,8837637,10038013,10926060,12253736,0,42102202,55507258,1577783,2434131.28,NA,0.1036,0.14800000000000002,31.626446367827263,152278,24331,56878,40449,31.1,0.5644096382391779,0.124,0.0013790567251999633,FALSE,FALSE
