city,county,Employees,zipcode,overall_risk,overall_points,general_fund_reserves_ratio,debt_burden_ratio,liquidity_ratio,revenue_trends_ratio,pension_obligations_ratio,pension_funding_ratio,pension_costs_ratio,future_pension_costs_ratio,opeb_obligations_ratio,opeb_funding_ratio,population,unemployment_rate,general_fund_cash_and_investments,general_fund_liabilities,primary_government_long_term_obligations_excluding_retirement_obligations,government_wide_revenue,change_gf_unrestricted_fund_balances,gf_unrestricted_fund_balances,gf_expenditures_transfers_out,gf_unrestricted_fb_py_py,gf_unrestricted_fb_py,gf_unrestricted_fb_cy,gf_rev_py_py,gf_rev_py,gf_rev_cy,net_pension_liability_or_asset,pension_related_debt,pension_assets,accrued_pension_liabilities,actuarially_determined_pension_contributions,projected_pension_contribution,net_opeb_liability_or_asset,county_voter_reg_08,county_college_2008_12,county_avg_unemployed_05_09,county_per_cap_gdp_08,county_pop_08,county_per_cap_income_08,county_per_cap_1099_income_08,county_n_jobs_08,county_avg_wage_08,county_med_age_08,county_med_age_m_08,county_med_age_f_08,county_prop_m_08,county_prop_f_08
Parlier,Fresno,80,93648,Moderate,55.36,-0.33,0.1,0,-0.02,0.08,0.79,0.01,0.02,NA,NA,15342,0.083,0,1332781,2212476,22649671,0,-1184027,3590786,-1207329,-1050586,-1184027,3366047,3071314,3240565,1796031,0,6613662,8375530,193422,478100.27,NA,0.714652136,0.194,0.1028,37.12329079,909630,30549,4517,441468,37825,30.6,29.8,31.6,0.499555054,0.500444946
Pasadena,Los Angeles,2486,91109,Moderate,56.43,0.28,0.73,4.39,0.03,0.95,0.74,0.07,0.11,0.11,0.03,140906,0.039,69548259,15830360,479700830,657421384,-0.04,71326735,258196918,76945293,78220343,71326735,222885751,235523296,233028584,505523745,117412025,1414657010,1907791701,45880982,71223256.17,70259751,0.744210624,0.295,0.0688,58.53160101,9735147,42948,8593,5624844,53099,34.8,33.6,35.9,0.492906477,0.507093523
Paso Robles,San Luis Obispo,,93446,Low,79.58,0.85,1.12,9.65,0.02,0.56,0.71,0.06,0.09,0.09,0.52,32133,0.029,31057490,3219102,82219211,73304886,0.14,32364562,38029526,25108559,26640410,32364562,38703668,39070551,39747475,41400333,0,96547724,136245561,4153795,6236606.57,6618502,0.832074303,0.315,0.0548,47.20735251,266358,39692,9659,154624,39377,39.4,37.4,41.5,0.511795488,0.488204512
Patterson,Stanislaus,247,95363,Moderate,58.75,0.38,2.27,2.44,0.09,0.22,0.77,0.03,0.05,0.27,0,22345,0.06,6245140,2559491,90031691,39646743,0.02,7317420,19260430,7148556,8024629,7317420,11861053,12963553,14107092,8660094,0,28321498,36714455,1294042,1824091.71,10873000,0.712596181,0.163,0.1042,35.30845605,509032,31117,4392,223665,39473,32.9,31.7,34.1,0.494678814,0.505321186
Perris,Riverside,141,92570,Low,71.85,0.58,1.71,2.51,0.21,0.11,0.75,0.01,0.02,0.14,0,78903,0.05,31756221,12672068,195839792,114632353,0.09,22993355,39702892,20078523,18044758,22993355,32594169,32892796,46108384,12958547,0,38273396,51244365,1045038,2240380.03,16108757,0.651968505,0.205,0.077,30.31279435,2109712,31693,5525,862701,39323,33.7,32.7,34.6,0.497604859,0.502395141
Petaluma,Sonoma,512,94952,Moderate,53.1,0.28,1.11,3.59,0.04,0.83,0.71,0.13,0.12,0.13,0,61826,0.025,11056070,3079969,132752517,119221342,0.14,13011258,45839202,10143084,11359923,13011258,42186864,43945192,45809145,99057137,0,227056533,318093714,15792022,14079706.34,15744000,0.745782988,0.321,0.0566,47.03317121,473091,43430,10169,276221,45078,39.9,38,41.6,0.491656988,0.508343012
Pico Rivera,Los Angeles,404,90660,Low,82.19,0.78,0.9,6.99,0.08,0.45,0.67,0.04,0.06,0.28,0.16,62677,0.052,31151742,4456130,71252313,79139752,-0.02,35584720,45417827,36738631,34524556,35584720,37927871,37906839,43598587,35551822,0,73708722,109644042,2911582,4782145.44,22380000,0.744210624,0.295,0.0688,58.53160101,9735147,42948,8593,5624844,53099,34.8,33.6,35.9,0.492906477,0.507093523
Piedmont,Alameda,429,94611,Moderate,63.36,0.19,0.24,3.69,0.07,0.48,0.86,0.07,0.13,0.33,0.4,11251,0.018,7102092,1923289,8902222,37138890,0.09,5505454,29043134,4717674,4695201,5505454,26165278,26788767,29757358,15482420,2484000,98316964,113852198,2521862,4716958.82,12151000,0.813018889,0.411,0.0622,62.71487157,1477208,48524,8583,903624,60165,36.6,35.6,37.5,0.490357691,0.509642309
Pinole,Contra Costa,151,94564,Low,74.4,1.62,0.61,11.1,0.08,0.84,0.73,0.06,0.11,0.86,0,19325,0.032,25270837,2277136,25305026,41315056,0.75,25780881,15913459,9062287,11700289,25780881,17389878,17152904,20116384,31369644,3436175,83426601,114843538,2298114,4591967.19,35588000,0.753994931,0.386,0.0606,90.00304785,1023344,58611,12481,496937,58042,38.5,37.1,39.7,0.487620409,0.512379591
Pismo Beach,San Luis Obispo,164,93449,Low,86.89,0.96,0.53,10.25,0.02,0.45,0.77,0.05,0.06,0.05,0.54,8206,0.017,22887774,2232086,22123369,41767225,0.09,22409565,23246271,19075211,21439685,22409565,22902525,23846186,23893866,18750306,0,53592741,69481589,2166482,2633447.77,1969480,0.832074303,0.315,0.0548,47.20735251,266358,39692,9659,154624,39377,39.4,37.4,41.5,0.511795488,0.488204512
Pittsburg,Contra Costa,464,94565,Moderate,69.28,0.45,0.4,4.22,0.04,0.78,0.76,0.04,0.07,0.31,0.08,72450,0.038,19270447,4567758,45869086,115472082,0.07,18954734,41879925,16623698,17472061,18954734,36638472,37980136,39665970,55985750,34030018,153546002,201620559,4927620,8609180.36,36292000,0.753994931,0.386,0.0606,90.00304785,1023344,58611,12481,496937,58042,38.5,37.1,39.7,0.487620409,0.512379591
Placentia,Orange,247,92870,Moderate,48.38,0.06,0.38,2.59,0.06,0.89,0.73,0.09,0.12,0.62,0,51538,0.03,3283195,1269425,17373302,46281291,-0.26,2054111,34602859,3958075,3696488,2054111,29647259,29722370,33339154,41111875,0,106595312,146779766,3967425,5515342.42,28835000,0.864068425,0.366,0.0504,65.05009547,2957593,49785,10940,1998599,52932,36.2,34.9,37.5,0.494573176,0.505426824
Placerville,El Dorado,224,95667,High,40.35,0.18,2.35,1.47,0.02,0.81,0.67,0.06,0.11,0.15,0,11064,0.028,1052679,715024,53685865,22808201,-0.07,1599780,9102042,1838988,1625473,1599780,8165470,8341791,8525898,18427971,0,37935677,56301156,1460603,2560526.56,3488238,0.86993725,0.313,0.0656,34.68516885,179150,48380,8844,84628,41433,43.6,42.6,44.5,0.50023197,0.49976803
Pleasant Hill,Contra Costa,143,94523,Low,75.57,0.59,0.06,5.45,0.12,1.1,0.74,0.09,0.17,NA,NA,34889,0.029,14993374,2749987,2123603,36291291,0.08,15358638,26077599,13419313,12466045,15358638,22720371,24044033,28074484,39978270,0,111224575,151146147,3127536,5991974.8,NA,0.753994931,0.386,0.0606,90.00304785,1023344,58611,12481,496937,58042,38.5,37.1,39.7,0.487620409,0.512379591
Pleasanton,Alameda,1050,94566,Moderate,60.97,0.24,0.41,4.15,0.04,0.66,0.7,0.09,0.16,0.26,0.45,82357,0.026,25461061,6127977,75641677,184044124,0.16,27610496,116477717,20500712,22397115,27610496,111790882,115572991,120854249,121603615,0,459504515,657975464,16001952,29508078.5,48139000,0.813018889,0.411,0.0622,62.71487157,1477208,48524,8583,903624,60165,36.6,35.6,37.5,0.490357691,0.509642309
Plymouth,Amador,25,95669,Low,97.04,0.93,0.36,8.22,0.07,NA,NA,NA,NA,NA,NA,1036,0.03,749705,91252,3156391,8706269,0.24,838197,903349,552041,744536,838197,870186,900189,997010,NA,NA,NA,NA,NA,NA,NA,0.829321071,0.188,0.0724,40.23075716,38248,34106,7969,19626,37570,48.2,46.5,50.7,0.54472185,0.45527815
Point Arena,Mendocino,15,95468,Low,83.63,0.38,0,15.62,0.09,NA,NA,NA,NA,NA,NA,452,0.032,190838,12218,0,992335,0.6,167274,444834,66720,94559,167274,485030,513323,567680,NA,NA,NA,NA,NA,NA,NA,0.814389621,0.214,0.0674,35.23985915,87468,34608,7965,47931,34716,41.5,40,43.3,0.500711513,0.499288487
Pomona,Los Angeles,797,91769,Moderate,47.64,0.18,1.15,2.87,0.04,1.02,0.71,0.03,0.13,0.49,0,151925,0.05,12936810,4502008,225779025,196774852,0.04,17945035,97855277,16732776,17090239,17945035,91698446,94517989,98386312,192703786,8026801,475860682,667788535,5558539,26095663.75,96653040,0.744210624,0.295,0.0688,58.53160101,9735147,42948,8593,5624844,53099,34.8,33.6,35.9,0.492906477,0.507093523
Port Hueneme,Ventura,177,93041,Low,78.71,0.73,0.15,6.45,0.04,0.98,0.73,0.03,0.12,0.11,0.11,22117,0.038,10943216,1697382,5412756,37304670,0.05,12097216,16519422,10881068,11477765,12097216,13102317,14180386,14120553,29358066,7375784,79632319,108885505,1048716,4418836.24,3986024,0.813841698,0.312,0.0604,62.91647579,806353,45937,8871,441320,48206,36.2,34.8,37.7,0.496732733,0.503267267
Porterville,Tulare,710,93257,Low,75.27,0.69,0.77,9.01,0.04,0.72,0.71,0.06,0.11,0.14,0,59685,0.121,17577235,1950790,56624117,73740265,0.19,19459639,28303234,14062560,18745528,19459639,25153871,26624820,27092932,51143814,1710000,120400376,169463052,4224791,7784416.54,10623890,0.604518561,0.133,0.1066,31.18263477,429283,28708,3686,188438,33537,29.6,28.8,30.5,0.500797188,0.499202812
Portola,Plumas,51,96122,Low,94.79,1.83,0.56,15.07,0.17,0.19,0.8,0.01,0.02,NA,NA,1928,0.021,2413772,160154,2123860,3817982,0.13,2467246,1349899,1960434,2150941,2467246,1053968,1394676,1425852,708789,0,2847905,3556829,48061,93058.21,NA,0.863913508,0.229,0.102,49.4243998,20410,37323,9123,10586,37727,49.6,49.2,50.1,0.499975009,0.500024991
Portola Valley,San Mateo,24,94028,Low,91.13,0.92,0.01,3.8,0.06,0.11,0.91,0.02,0.04,0.12,0,4591,NA,6092023,1603552,84311,6637196,0.11,4884645,5291761,3993014,4735276,4884645,4896045,5078478,5434866,712486,0,6591712,7260996,141356,270052.1,823871,0.812809978,0.439,0.0504,83.74426637,703830,74932,21933,468661,72876,39.3,37.9,40.5,0.491568666,0.508431334
Poway,San Diego,368,92064,Low,91.75,0.95,0.15,10.32,0.07,0.5,0.74,0.05,0.07,NA,NA,49576,0.028,48470359,4695187,15074098,99418991,-0.06,49999281,52699189,56377663,55087525,49999281,44559025,46673775,51092682,49760701,0,141625719,192167113,5397830,7396723.18,NA,0.725171467,0.344,0.0574,59.13658278,3022116,44860,9670,1882625,50388,34.6,33.2,36.1,0.501945684,0.498054316
Rancho Cordova,Sacramento,112,95670,Low,85.11,0.49,0.22,3.21,0.04,0.04,0.83,0.01,0.01,0,0.87,74478,0.039,31448487,9787141,18734807,86480086,0.22,29805660,60765126,20162440,25799156,29805660,56638676,58988898,60984164,3632566,0,16899356,20406445,712521,1103528.44,117405,0.735014398,0.279,0.0674,52.51903347,1394438,39207,6314,801064,51750,34.8,33.5,36.1,0.489708822,0.510291178
Rancho Cucamonga,San Bernardino,1074,91730,Low,93.27,1.1,0.08,17.56,0.05,0.42,0.81,0.05,0.04,0,0.99,177345,0.032,94476037,5378667,14970368,198865214,-0.04,91749914,83380651,99955332,97777581,91749914,78050048,76438890,84593687,84420229,0,206860992,254672104,9132137,8558986.34,291000,0.674809046,0.186,0.0736,34.97512396,2003735,29988,4061,885185,41008,31.7,30.6,32.8,0.497003749,0.502996251
Rancho Mirage,Riverside,123,92270,Low,95.44,1.98,0.04,22.02,-0.04,0.09,1.03,0.01,0.01,0.02,0.8,18305,0.034,68165838,3095598,1943259,48289130,-0.03,67928032,34380490,72525056,69303650,67928032,36025000,32141573,33250687,4561269,0,57763914,56181067,547736,690997.1,841770,0.651968505,0.205,0.077,30.31279435,2109712,31693,5525,862701,39323,33.7,32.7,34.6,0.497604859,0.502395141
Rancho Palos Verdes,Los Angeles,160,90275,Low,86.06,0.58,0.01,5.55,0.03,0.29,0.75,0.03,0.05,NA,NA,41821,0.037,18239105,3285291,424249,37773363,0.12,17165561,29429062,13702646,16635098,17165561,28903281,29259666,30452619,11124689,0,32423599,43346223,990670,1896743.41,NA,0.744210624,0.295,0.0688,58.53160101,9735147,42948,8593,5624844,53099,34.8,33.6,35.9,0.492906477,0.507093523
Rancho Santa Margarita,Orange,46,92688,Low,88.44,1.01,0.49,12.01,0.02,0.08,0.79,0.01,0.02,0.02,0,48197,0.028,18590849,1547729,9995842,20607382,-0.02,18713739,18604721,19620088,17551520,18713739,17174245,16921065,17564173,1646931,0,5997506,7556577,300998,398684.02,422899,0.864068425,0.366,0.0504,65.05009547,2957593,49785,10940,1998599,52932,36.2,34.9,37.5,0.494573176,0.505426824
Red Bluff,Tehama,188,96080,Moderate,58.92,0.24,0.09,3.33,0.05,0.91,0.75,0.08,0.15,0.17,0,14303,0.064,2027744,608257,1664973,18285323,0.04,2668972,11222683,2520128,2993070,2668972,9308696,9763680,10133862,16114154,587000,47892841,64203622,1384342,2672802.26,3089245,0.727765878,0.131,0.0878,24.50521964,62648,26990,4736,23994,34328,39.5,38.1,40.7,0.498085499,0.501914501
Redding,Shasta,1172,96001,Moderate,52.21,0.19,0.86,3.32,0.03,0.84,0.65,0.08,0.1,0.1,0,91606,0.045,13622283,4099758,296246473,345707395,-0.11,15171781,79499291,19212783,17891142,15171781,64140687,64788222,67174860,291130494,0,541548868,831611278,27002699,33850248.29,33278998,0.735475342,0.193,0.0924,36.57339758,177247,32788,5850,90773,37062,41.8,40.2,43.4,0.491640476,0.508359524
Redlands,San Bernardino,640,92373,Moderate,56.76,0.37,0.44,9.46,0.06,0.95,0.72,0.07,0.13,0.92,0,71416,0.033,24287894,2567637,59705773,137077042,0.04,25942066,69339690,23844319,24180981,25942066,61224477,63704814,68641518,118273164,12452070,310125246,429282935,10008946,18180737.02,126658049,0.674809046,0.186,0.0736,34.97512396,2003735,29988,4061,885185,41008,31.7,30.6,32.8,0.497003749,0.502996251
Redondo Beach,Los Angeles,844,90277,Moderate,51.6,0.19,0.28,3.1,0.02,1.36,0.69,0.1,0.19,0.14,0.21,67206,0.038,11638657,3756801,36355827,132119779,-0.02,17690229,91140114,18152444,18415302,17690229,87473013,85370309,90223234,179798510,0,392227016,570952097,13709726,24993400.91,18612000,0.744210624,0.295,0.0688,58.53160101,9735147,42948,8593,5624844,53099,34.8,33.6,35.9,0.492906477,0.507093523
Redwood City,San Mateo,905,94063,Moderate,56.07,0.19,0.39,1.69,0.1,0.93,0.66,0.07,0.14,0.22,0.32,86105,0.022,38451592,22815555,103761735,264040949,0.03,28134558,146138221,27049870,31144357,28134558,118435016,129622688,143135100,245578734,0,483433910,731865340,18408663,35714320.66,57993904,0.812809978,0.439,0.0504,83.74426637,703830,74932,21933,468661,72876,39.3,37.9,40.5,0.491568666,0.508431334
Reedley,Fresno,281,93654,Moderate,61.33,0.22,0.89,7.51,0.03,0.29,0.76,0.02,0.06,0.22,0.01,25607,0.174,1770853,235803,33924085,38216413,0.02,2124915,9863921,2156256,2663121,2124915,7989296,8529817,8482505,10964510,0,40748829,53495710,695826,2385023.71,8560476,0.714652136,0.194,0.1028,37.12329079,909630,30549,4517,441468,37825,30.6,29.8,31.6,0.499555054,0.500444946
Rialto,San Bernardino,518,92376,Low,75.04,0.72,1.09,2.64,0.14,0.73,0.71,0.08,0.1,0.22,0.3,103232,0.046,87934738,33320766,194202740,178731025,0.11,66728704,92285899,54750015,65844064,66728704,68293488,85205387,87380883,130439143,0,296461666,416881465,13946555,17842418.94,39977419,0.674809046,0.186,0.0736,34.97512396,2003735,29988,4061,885185,41008,31.7,30.6,32.8,0.497003749,0.502996251
Richmond,Contra Costa,963,94804,High,39.2,0.11,1.13,2.06,0.05,1.58,0.71,0.09,0.15,0.6,0.08,110189,0.037,15413405,7494451,351602371,310980059,0.35,17663270,162953739,10992726,19719210,17663270,143438606,154881302,157093431,340778671,150445289,832667583,1166903036,26873042,46595529.48,187743687,0.753994931,0.386,0.0606,90.00304785,1023344,58611,12481,496937,58042,38.5,37.1,39.7,0.487620409,0.512379591
Ridgecrest,Kern,163,93555,Moderate,60.31,0.15,0.16,1.24,0.05,0.68,0.72,0.06,0.03,0.03,0.48,28851,0.03,5336505,4293230,4655205,28638123,1.41,2066361,13954826,358429,938656,2066361,13392913,12553996,14465879,19399331,0,48388732,67523143,1830316,863178.94,893062,0.657543308,0.149,0.097,52.20654335,818327,29257,3963,364533,41733,30.7,30.1,31.3,0.515831359,0.484168641
Rio Dell,Humboldt,33,95562,Low,88.88,1.69,1.4,16.29,0.11,NA,NA,NA,NA,NA,NA,3381,0.05,1268294,77879,7588265,5439103,0.2,1603177,946382,1130323,1422953,1603177,975283,1101007,1194056,NA,NA,NA,NA,NA,NA,NA,0.795584776,0.264,0.0718,35.8654123,132657,31084,6269,70605,34145,37.1,35.9,38.6,0.502105881,0.497894119
Rio Vista,Solano,69,94591,Low,80.68,0.59,0.49,3.69,0.15,0.3,0.76,0.04,0.05,0.05,0,9206,0.05,4340395,1174913,10213650,21043661,0.17,3918914,6616748,2880380,3147665,3918914,5678703,5901053,7382167,6229988,0,18604644,24569896,764291,1098027.3,1070410,0.695694573,0.242,0.0662,45.98817523,408972,38030,6022,178995,46543,36.9,35.6,38.2,0.498845998,0.501154002
Riverside,Riverside,2742,92555,Moderate,51.92,0.28,1.81,2.55,0.13,0.78,0.77,0.06,0.1,0.04,0,329654,0.039,84160000,32957000,1631019000,902792000,0.47,84686000,301420000,39417000,54251000,84686000,214073000,238018000,271316000,627777000,79207000,1884121232,2448945948,50031000,93688014.17,36786000,0.651968505,0.205,0.077,30.31279435,2109712,31693,5525,862701,39323,33.7,32.7,34.6,0.497604859,0.502395141
Rocklin,Placer,388,95677,Low,77.56,0.62,0.28,4.3,0.07,0.63,0.75,0.07,0.11,0.26,0.39,67065,0.031,34952503,8122604,21302784,75838808,0.03,33457215,54216248,31652968,32066673,33457215,43954581,45267336,49766526,47705156,0,139973418,187776056,5348797,8697925.24,19382000,0.831388887,0.347,0.0606,46.07508709,337568,47986,9735,198859,45005,40.3,39,41.4,0.488333448,0.511666552
Rohnert Park,Sonoma,417,94928,Low,82.79,0.6,0.18,8.47,0.12,0.56,0.71,0.05,0.08,0.1,0.53,43676,0.027,35780257,4222523,20904395,117491257,0.3,24510371,40614841,14727875,16417517,24510371,33681874,35845866,41768578,65691953,0,143186300,202773345,6217000,9582692.94,11174000,0.745782988,0.321,0.0566,47.03317121,473091,43430,10169,276221,45078,39.9,38,41.6,0.491656988,0.508343012
Rolling Hills,Los Angeles,13,90274,Low,96.06,2.73,0.01,35.52,0.08,0.19,0.79,0.02,0.03,-0.06,1.57,1861,0.042,5238432,147466,24304,3374683,0.06,5120796,1874451,4563558,4766885,5120796,2019759,2119324,2351241,627859,0,2280753,2900132,54671,103740.54,NA,0.744210624,0.295,0.0688,58.53160101,9735147,42948,8593,5624844,53099,34.8,33.6,35.9,0.492906477,0.507093523
Rolling Hills Estates,Los Angeles,35,90274,Low,72.19,0.32,0.04,1.9,0.03,0.5,0.82,0.03,0.07,NA,NA,8114,0.035,3026689,1591213,460401,10491753,-0.13,2916088,9024810,4418531,2498807,2916088,9017231,8779842,9441254,4500624,741000,19956052,24284577,316489,709796.09,NA,0.744210624,0.295,0.0688,58.53160101,9735147,42948,8593,5624844,53099,34.8,33.6,35.9,0.492906477,0.507093523
Rosemead,Los Angeles,212,91770,Low,93.82,0.85,0.02,9.15,0.07,0.27,0.75,0.05,0.04,0.02,0.87,54226,0.043,19525880,2132886,672985,33415206,0.04,19502335,23020281,18280902,18269058,19502335,21556437,22374092,24470286,8869026,0,24969243,33216084,1569352,1246590.38,560139,0.744210624,0.295,0.0688,58.53160101,9735147,42948,8593,5624844,53099,34.8,33.6,35.9,0.492906477,0.507093523
Roseville,Placer,2205,95678,Moderate,59.93,0.29,0.98,2.98,0.03,0.57,0.66,0.05,0.09,0.24,0.37,138953,0.03,28954332,9711746,576455469,588302065,-0.07,42278010,147564474,48487893,46353443,42278010,121629133,124596292,128930836,336258313,0,663534197,1003743397,30435423,50602858.07,142788360,0.831388887,0.347,0.0606,46.07508709,337568,47986,9735,198859,45005,40.3,39,41.4,0.488333448,0.511666552
Ross,Marin,70,94957,Low,90.61,1.01,0.05,5.77,0.07,0.44,0.86,0.12,0.08,-0.01,1.4,2457,NA,10235019,1773425,495505,9744907,0.07,8570073,8500954,7466348,8065243,8570073,7215430,7301111,8158373,4310380,0,21519541,24887274,1192233,780522.97,NA,0.858973581,0.546,0.047,67.96443611,248398,90003,30928,181971,56427,44.5,43,46,0.491551411,0.508448589
Sacramento,Sacramento,5706,95814,Moderate,54.85,0.34,1.18,3.56,0.08,0.9,0.73,0.08,0.13,0.36,0.06,507737,0.04,168940000,47455000,1285119000,1089027000,0.07,168524000,492531000,147032000,151725000,168524000,411970000,430922000,473932000,979471000,0,2572275806,3544194623,84694000,145957744.6,389512000,0.735014398,0.279,0.0674,52.51903347,1394438,39207,6314,801064,51750,34.8,33.5,36.1,0.489708822,0.510291178
Salinas,Monterey,816,93901,Moderate,42.81,0.19,1.03,1.15,0.04,1.14,0.68,0.11,0.16,0.11,0.09,155647,0.085,29515119,25756665,180761375,174789789,0.01,26964737,145268299,29029292,37918365,26964737,124283377,129917283,132416835,199648572,0,408092548,601745350,18766887,27571708.66,19976000,0.67757667,0.232,0.0836,50.36278083,406022,40587,9460,223750,42425,32.9,32.2,33.9,0.514220938,0.485779062
San Anselmo,Marin,111,94960,Moderate,68.05,0.3,0.32,4.53,0.06,0.44,0.71,0.02,0.09,0.14,0,12522,0.034,5602006,1237798,6709175,20793038,0.21,4938998,16721055,3410425,4317456,4938998,15146394,16778492,16717412,7789536,1412000,37337897,52828209,457426,1910825.93,2833554,0.858973581,0.546,0.047,67.96443611,248398,90003,30928,181971,56427,44.5,43,46,0.491551411,0.508448589
San Bernardino,San Bernardino,1235,92401,Moderate,51.78,0.31,0.8,2.77,-0.03,1.81,0.7,0.12,0.23,0.07,0.57,216323,0.053,34717010,12526599,196289844,244952059,0.11,39064076,126127087,32625104,30351679,39064076,139955756,119303984,129562664,423070307,20894147,953384371,1368724537,28736223,55301846.36,16556689,0.674809046,0.186,0.0736,34.97512396,2003735,29988,4061,885185,41008,31.7,30.6,32.8,0.497003749,0.502996251
San Bruno,San Mateo,462,94066,Low,73.15,0.55,0.59,3.66,0.1,0.95,0.71,0.07,0.12,NA,NA,43043,0.023,16253360,4444500,60590595,103356908,0.04,26500504,48557763,25322455,21825486,26500504,41450108,42306767,49785804,89227724,8644338,218831243,307520887,7175756,12887120.59,0,0.812809978,0.439,0.0504,83.74426637,703830,74932,21933,468661,72876,39.3,37.9,40.5,0.491568666,0.508431334
San Carlos,San Mateo,140,94070,Low,74.39,0.57,0.07,5.68,0.04,0.68,0.68,0.12,0.06,0.05,0.28,30331,0.023,32285743,5684066,5106877,73846926,-0.01,28942981,50623633,29262954,31671968,28942981,39354024,38874387,42511326,50152227,0,95115184,139323349,9039350,4564093.24,3996214,0.812809978,0.439,0.0504,83.74426637,703830,74932,21933,468661,72876,39.3,37.9,40.5,0.491568666,0.508431334
San Clemente,Orange,462,92673,Low,76.22,0.43,0.14,4.56,0.05,0.38,0.71,0.03,0.04,0.01,0.45,64699,0.029,30251149,6638447,15481681,108573355,0.01,27693236,63715867,26982779,27856358,27693236,56158479,59635323,61855947,41632614,0,104045265,145746058,3702930,4548894.72,975558,0.864068425,0.366,0.0504,65.05009547,2957593,49785,10940,1998599,52932,36.2,34.9,37.5,0.494573176,0.505426824
San Diego,San Diego,12613,92101,Moderate,51.11,0.14,1.06,3.61,0.04,0.78,0.73,0.1,NA,0.17,0.17,1421917,0.033,273120000,75701000,3443437000,3238863000,-0.01,220634000,1584538000,227171000,256423000,220634000,1396556000,1438894000,1502016000,2532590000,0,6988834000,9521424000,324500000,NA,550444000,0.725171467,0.344,0.0574,59.13658278,3022116,44860,9670,1882625,50388,34.6,33.2,36.1,0.501945684,0.498054316
San Dimas,Los Angeles,181,91773,Low,87.06,0.8,0.33,12.13,0.01,0.36,0.78,0.03,0.06,0.06,0,33881,0.042,18209019,1501067,10658020,32683939,0.01,18544724,23130022,18242021,18818682,18544724,21812316,21183587,22125495,11764435,0,39078380,50155581,1062874,1853827.29,1852264,0.744210624,0.295,0.0688,58.53160101,9735147,42948,8593,5624844,53099,34.8,33.6,35.9,0.492906477,0.507093523
San Fernando,Los Angeles,196,91340,High,32.13,-0.02,0.2,0.52,0.01,1.13,0.68,0.09,0.16,1.19,0,24437,0.044,2692639,5155985,7324349,35958174,0.69,-274561,17141974,-3409964,-1541792,-274561,17921934,17491895,17989576,40457482,0,84786977,125166204,3088007,5599179.9,42765541,0.744210624,0.295,0.0688,58.53160101,9735147,42948,8593,5624844,53099,34.8,33.6,35.9,0.492906477,0.507093523
San Francisco,San Francisco,40951,94102,Moderate,62.79,0.44,1.74,2.6,0.07,0.45,0.81,0.05,NA,0.33,0.05,880696,0.024,2732230000,1050474000,19538081000,11249814000,0.26,2076452000,4750545000,1308534000,1744489000,2076452000,4356916000,4636787000,4989555000,5073130000,0,22201191745,27287202273,613756000,NA,3705760000,0.796035133,0.52,0.0556,115.7722966,791152,75250,19259,734423,77467,38.5,38.5,38.5,0.50725813,0.49274187
San Gabriel,Los Angeles,361,91776,High,32.61,-0.25,0.32,0.56,-0.02,1.46,0.69,0.14,0.22,0.52,0.17,40197,0.037,6911667,12277556,14813955,46262299,-0.58,-9853410,38864375,-3962335,-5753466,-9853410,28940004,29660347,28031801,67662053,0,150343121,217626206,6251059,10159110.13,24213507,0.744210624,0.295,0.0688,58.53160101,9735147,42948,8593,5624844,53099,34.8,33.6,35.9,0.492906477,0.507093523
San Jacinto,Riverside,77,92583,Low,81.81,0.47,0.17,3.39,0.14,0.2,0.73,0.02,0.04,NA,NA,48734,0.053,9370888,2767479,6517241,39438829,-0.12,8864836,18706868,11662706,11286543,8864836,14434517,15968189,18679610,7061261,878726,31053381,42507442,738923,1476886.74,NA,0.651968505,0.205,0.077,30.31279435,2109712,31693,5525,862701,39323,33.7,32.7,34.6,0.497604859,0.502395141
San Joaquin,Fresno,21,93660,Moderate,53.71,-0.02,0.2,0,-0.03,0.29,0.77,0.02,0.05,NA,NA,4022,0.123,0,53496,658115,3333133,-0.09,-10758,656313,-62098,-130295,-10758,797932,705234,754799,973317,0,3199154,4158483,75592,170081.09,NA,0.714652136,0.194,0.1028,37.12329079,909630,30549,4517,441468,37825,30.6,29.8,31.6,0.499555054,0.500444946
San Jose,Santa Clara,8250,95113,Moderate,44.54,0.28,1.15,3.45,0.06,1.44,0.62,0.14,NA,0.48,0.28,1028020,0.028,298587000,86574000,2546898000,2215048000,-0.04,291812000,1048202000,317588000,311972000,291812000,871668000,901068000,978796000,3192356000,0,5270364733,8462635377,314666000,NA,1071265000,0.706005812,0.46,0.0628,91.79353048,1740964,61220,12764,1164619,81944,36.2,35.3,37.1,0.501700678,0.498299322
San Juan Bautista,San Benito,31,95045,Low,88.67,1.77,1.56,9.34,0.3,NA,NA,NA,NA,NA,NA,1954,0.028,3207006,343287,11427086,7347641,0.35,3051788,1720933,1694106,2198843,3051788,1377042,1774821,2315590,NA,NA,NA,NA,NA,NA,NA,0.738566851,0.184,0.0932,32.16114766,54267,36836,5787,21766,38918,34.3,33.4,35.2,0.499900487,0.500099513
